log_name,drift_id,change_type,drift_type,complexity,change_point,log_size
log_3518_1708943387.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1542, 3235]",5193.0
log_351_1708942762.xes,['drift_1'],['sudden'],['sudden'],,[1716],3020.0
log_3521_1708943405.xes,['drift_1'],['sudden'],['sudden'],,[1108],2728.0
log_3523_1708943408.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1417, 3106, 4559]",5758.0
log_3528_1708943419.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1653, 3246, 3655, 5301]",6600.0
log_3529_1708943423.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1837, 2397, 4166]",5175.0
log_352_1708942763.xes,['drift_1'],['sudden'],['sudden'],,[1493],2832.0
log_3531_1708943429.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1424, 1884, 3778]",5161.0
log_3532_1708943441.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1802, 3201, 3639, 4752, 5155]",7032.0
log_3534_1708943451.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1079, 2692, 3066]",4149.0
log_3535_1708943312.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1072, 1657]",3101.0
log_3536_1708943313.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1883, 3558]",4856.0
log_3537_1708943322.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1886, 2447, 3956, 4554]",6304.0
log_3538_1708943329.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1180, 1659, 3460, 3833, 5627]",7610.0
log_3539_1708943343.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1222, 1539, 2638, 3125, 5092]",7078.0
log_353_1708942766.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1486, 1919, 3310, 4954]",6099.0
log_3541_1708943351.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1142, 2685, 3054, 4399]",5570.0
log_3543_1708943360.xes,['drift_1'],['sudden'],['sudden'],,[1478],3323.0
log_3544_1708943362.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1902, 2240]",3594.0
log_3546_1708943366.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1403, 1705]",3307.0
log_3547_1708943369.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1335, 3059, 3630]",5190.0
log_3548_1708943374.xes,['drift_1'],['sudden'],['sudden'],,[1002],2346.0
log_354_1708942778.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1076, 2808, 3176]",5131.0
log_3551_1708943392.xes,['drift_1'],['sudden'],['sudden'],,[1804],3450.0
log_3553_1708943398.xes,['drift_1'],['sudden'],['sudden'],,[1988],3901.0
log_3554_1708943405.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1430, 3167, 4785, 5154]",7018.0
log_3555_1708943412.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1855, 3802, 4934]",6857.0
log_3556_1708943418.xes,['drift_1'],['sudden'],['sudden'],,[1698],3013.0
log_3557_1708943419.xes,['drift_1'],['sudden'],['sudden'],,[1905],3139.0
log_3558_1708943421.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1839, 2147]",3329.0
log_3559_1708943422.xes,['drift_1'],['sudden'],['sudden'],,[1165],2567.0
log_355_1708942781.xes,['drift_1'],['sudden'],['sudden'],,[1959],3227.0
log_3560_1708943425.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1030, 2674, 4282]",5911.0
log_3562_1708943435.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1789, 2114, 3194, 3545, 5038]",6386.0
log_3563_1708943439.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1021, 1365, 2982, 4723, 5079]",6548.0
log_3565_1708943447.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1515, 2966]",3968.0
log_3566_1708943449.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1145, 2884, 4864, 5448]",7425.0
log_3567_1708943455.xes,['drift_1'],['sudden'],['sudden'],,[1477],3404.0
log_3568_1708943459.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1265, 1760, 3667, 5653, 6084]",7512.0
log_3570_1708943464.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1400, 1817]",3404.0
log_3572_1708943467.xes,['drift_1'],['sudden'],['sudden'],,[1144],2617.0
log_3573_1708943314.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1635, 1937, 3898]",5504.0
log_3575_1708943320.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1144, 1458, 3058, 3589]",4769.0
log_3576_1708943325.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1513, 2000]",3549.0
log_3577_1708943327.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1144, 1600]",3137.0
log_3578_1708943332.xes,['drift_1'],['sudden'],['sudden'],,[1476],3437.0
log_3579_1708943333.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1817, 3243]",4436.0
log_357_1708942785.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1918, 2315, 4148, 4456]",5644.0
log_3580_1708943337.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1911, 2289, 4183, 4534]",5556.0
log_3581_1708943343.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1705, 2097, 3260, 5258, 5730]",7377.0
log_3582_1708943351.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1025, 1374, 2837]",4090.0
log_3583_1708943354.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1221, 1551, 2552, 3748, 4129]",5548.0
log_3584_1708943364.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1726, 3443, 3975]",5700.0
log_3585_1708943369.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1697, 2184]",3984.0
log_3587_1708943377.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1040, 2797]",4056.0
log_3588_1708943380.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1498, 2717, 4180, 4513]",5826.0
log_3589_1708943385.xes,['drift_1'],['sudden'],['sudden'],,[1420],2496.0
log_3590_1708943387.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1455, 1979]",3173.0
log_3591_1708943392.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1877, 2899]",4422.0
log_3592_1708943396.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1189, 1681]",2902.0
log_3593_1708943399.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1437, 3149, 3596]",4900.0
log_3595_1708943421.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1958, 3576, 4124, 5217]",6269.0
log_3597_1708943433.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1723, 3174]",4314.0
log_3598_1708943435.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1940, 3308, 3747]",5071.0
log_3599_1708943445.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1967, 3297, 3849, 5739, 6111]",7151.0
log_35_1708942883.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1234, 1791]",3004.0
log_3600_1708943456.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1682, 1987, 3281]",5210.0
log_3601_1708943459.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1715, 2269, 3983, 5694, 6065]",7709.0
log_3602_1708943462.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1821, 2140]",3248.0
log_3604_1708943466.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1200, 3122, 4892, 5473]",6597.0
log_3605_1708943470.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1227, 2665]",3885.0
log_3606_1708943472.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1965, 3699, 5537]",7046.0
log_3607_1708943483.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1283, 1660, 2936, 3263]",4604.0
log_3609_1708943487.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1362, 1831, 3135, 3584, 4738]",6207.0
log_3610_1708943489.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1096, 3027, 3378]",4512.0
log_3611_1708943317.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1010, 1546]",3119.0
log_3612_1708943320.xes,['drift_1'],['sudden'],['sudden'],,[1584],3020.0
log_3614_1708943324.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1288, 1660, 2843, 4480]",6278.0
log_3615_1708943328.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1283, 1693, 3260]",5244.0
log_3616_1708943334.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1964, 2553]",4372.0
log_3617_1708943339.xes,['drift_1'],['sudden'],['sudden'],,[1762],3735.0
log_3618_1708943342.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1047, 2286]",3696.0
log_3619_1708943347.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1199, 1752]",3105.0
log_3620_1708943350.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1590, 3342]",4755.0
log_3621_1708943352.xes,['drift_1'],['sudden'],['sudden'],,[1732],2993.0
log_3622_1708943355.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1272, 2813, 4764]",6476.0
log_3623_1708943358.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1292, 2733, 3213, 4303]",5547.0
log_3624_1708943363.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1237, 1812, 3496, 4086]",5985.0
log_3626_1708943367.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1806, 2164]",4026.0
log_3627_1708943369.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1879, 2319, 3597, 5203, 5742]",7208.0
log_3628_1708943373.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1994, 3565]",5221.0
log_3629_1708943384.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1951, 3790, 4280, 6072, 6468]",7572.0
log_362_1708942811.xes,['drift_1'],['sudden'],['sudden'],,[1235],3093.0
log_3630_1708943391.xes,['drift_1'],['sudden'],['sudden'],,[1996],3860.0
log_3631_1708943393.xes,['drift_1'],['sudden'],['sudden'],,[1804],3031.0
log_3632_1708943398.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1406, 2990]",4469.0
log_3633_1708943401.xes,['drift_1'],['sudden'],['sudden'],,[1229],2879.0
log_3634_1708943403.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1700, 2075]",3881.0
log_3635_1708943406.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1573, 2719, 3120]",4772.0
log_3636_1708943410.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1988, 3544]",4612.0
log_3637_1708943416.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1826, 2246]",3626.0
log_3638_1708943418.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1463, 3224]",4397.0
log_3639_1708943425.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1340, 1940]",3095.0
log_363_1708942814.xes,['drift_1'],['sudden'],['sudden'],,[1766],3373.0
log_3640_1708943426.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1292, 1887, 3548]",5494.0
log_3641_1708943429.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1048, 1431]",2469.0
log_3642_1708943431.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1608, 2749, 4676, 5237]",7067.0
log_3643_1708943438.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1878, 3511]",5270.0
log_3644_1708943442.xes,['drift_1'],['sudden'],['sudden'],,[1134],2637.0
log_3645_1708943442.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1410, 1955, 3842, 5831]",7257.0
log_3646_1708943448.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1207, 2955, 4355, 4656]",6242.0
log_3647_1708943450.xes,['drift_1'],['sudden'],['sudden'],,[1438],2970.0
log_3649_1708943319.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1924, 2384, 4192]",5226.0
log_364_1708942816.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1638, 2987]",4819.0
log_3650_1708943322.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1825, 2945, 3388, 4971, 5540]",7483.0
log_3651_1708943330.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1384, 1727]",3176.0
log_3652_1708943332.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1481, 2845, 3354]",5321.0
log_3653_1708943336.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1106, 3062]",4223.0
log_3654_1708943340.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1426, 1918, 3126, 3721]",5547.0
log_3656_1708943353.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1897, 2431, 3542]",4714.0
log_3657_1708943355.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1805, 3501, 3849, 5394, 5870]",7332.0
log_3658_1708943363.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1071, 3030, 3559]",5020.0
log_365_1708942818.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1922, 2292, 3723, 4853, 5200]",6794.0
log_3660_1708943370.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1571, 2073, 3740]",5497.0
log_3661_1708943375.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1208, 2628, 3025, 4786]",6013.0
log_3662_1708943383.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1233, 2430, 3016, 4173, 4525]",5813.0
log_3663_1708943388.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1881, 2408, 4282, 4809, 6347]",7855.0
log_3666_1708943409.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1403, 2960, 3424]",4761.0
log_3667_1708943412.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1640, 1948, 3731]",5184.0
log_3668_1708943415.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1139, 2696, 3124, 4809, 5361]",7061.0
log_3669_1708943423.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1707, 2237, 3934]",5172.0
log_366_1708942822.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1818, 2221, 3358, 3829, 5436, 5815]",7430.0
log_3670_1708943429.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1468, 2033]",3528.0
log_3671_1708943432.xes,['drift_1'],['sudden'],['sudden'],,[1872],3133.0
log_3672_1708943434.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1970, 2274, 3682, 4275]",5892.0
log_3674_1708943436.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1480, 3095, 3654, 5345]",6518.0
log_3675_1708943440.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1046, 2697, 4418]",6201.0
log_3676_1708943450.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1198, 1589, 3154, 3720]",5474.0
log_3678_1708943455.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1887, 2440]",4422.0
log_3679_1708943459.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1854, 3425]",5397.0
log_3680_1708943461.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1617, 2797, 4386, 4752]",5950.0
log_3681_1708943463.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1629, 2220, 3281, 3613]",5011.0
log_3682_1708943467.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1967, 2499]",3571.0
log_3683_1708943468.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1903, 2457]",4234.0
log_3684_1708943471.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1732, 2188, 4045, 4607]",6199.0
log_3685_1708943475.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1648, 2954, 3444]",4466.0
log_3686_1708943478.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1639, 3561, 5104, 5443]",6777.0
log_3689_1708943326.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1035, 2479, 4198, 4554]",6520.0
log_368_1708942845.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1426, 2688, 3000, 4323]",5753.0
log_3690_1708943329.xes,['drift_1'],['sudden'],['sudden'],,[1128],2502.0
log_3691_1708943336.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1372, 1728, 2936, 3412]",5052.0
log_3692_1708943347.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1758, 2120]",3401.0
log_3693_1708943350.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1860, 2257, 3776, 4100, 5278]",6595.0
log_3694_1708943356.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1329, 2908, 3263]",5202.0
